股票名称,代码,今开,最高,最低,成交量,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,跌停,外盘,振幅,量比,总市值,高净率,每股净资产,流通股本
 宏源证券,562,--, --, --, --, --, --, --, --, 1073.14亿,72.85, --, --,30.5, --, non, --, --, --, 1211.58亿,7.67, --, --
 金圆股份,546,13.5,13.56,13.15, 1.80万手,14.85, 1.10万手, 2416.95万,-18.21%, 76.01亿,28.24,0.24, 7.15亿,13.5,0.32%, non, 7093手,3.04%,0.2, 96.05亿,2.71,4.95, 5.66亿
 金浦钛业,545,--, --, --, --,4.14, --, --, --, 36.07亿,28.52,0.03, 9.87亿,3.76, --, non, --, --, --, 37.10亿,1.83,2.06, 9.59亿
 皖能电力,543,4.91,4.92,4.7, 20.94万手,5.4, 12.00万手, 1.00亿,54.14%, 84.69亿,24.69,0.05, 17.90亿,4.91,1.17%, non, 8.94万手,4.48%,1.26, 84.69亿,0.85,5.55, 17.90亿
 佛山照明,541,6.05,6.07,5.98, 2.13万手,6.68, 1.11万手, 1284.86万,-7.16%, 64.87亿,21.92,0.08, 13.99亿,6.07,0.20%, non, 1.03万手,1.48%,0.29, 84.66亿,1.58,3.83, 10.72亿
 沙隆达Ａ,553,14.21,14.42,14.2, 2.88万手,15.6, 1.13万手, 4123.59万,16.27%, 35.22亿,4.34,0.83, 24.47亿,14.18,1.18%, non, 1.75万手,1.55%,0.11, 352.79亿,1.74,8.3, 2.44亿
 西部创业,557,3.99,4.06,3.95, 30.43万手,4.36, 15.76万手, 1.21亿,-12.00%, 23.18亿,57.02,0.03, 14.58亿,3.96,5.20%, non, 14.67万手,2.78%,2.11, 57.75亿,1.42,2.79, 5.85亿
 云南白药,538,93.43,95.6,93.02, 2.96万手,102.98, 1.54万手, 2.81亿,-33.75%, 994.43亿,30.84,0.77, 10.41亿,93.62,0.28%, non, 1.42万手,2.76%,0.53, 994.43亿,5.28,18.09, 10.41亿
 粤电力Ａ,539,4.49,4.55,4.46, 2.75万手,5.01, 1.80万手, 1233.79万,19.68%, 114.42亿,1023.4,0, 52.50亿,4.55,0.11%, non, 9443手,1.98%,0.47, 235.21亿,0.99,4.51, 25.54亿
 华映科技,536,2.58,2.61,2.58, 6.88万手,2.85, 3.35万手, 1785.62万,-16.03%, 52.28亿, --,-0.05, 27.66亿,2.59,0.34%, non, 3.53万手,1.16%,1.57, 72.19亿,0.59,4.44, 20.03亿
 TCL通讯,542,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 S湘火炬,549,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 万泽股份,534,11.58,11.69,11.3, 1.14万手,12.82, 4669手, 1305.66万,-87.34%, 57.39亿,125.97,0.05, 4.92亿,11.65,0.23%, non, 6690手,3.35%,0.07, 57.44亿,3.83,3.05, 4.91亿
 万,533,3.43,3.48,3.42, 6.11万手,3.8, 2.85万手, 2114.60万,-7.87%, 23.77亿,72.05,0.01, 6.91亿,3.45,0.89%, non, 3.26万手,1.74%,0.91, 23.97亿,1.51,2.3, 6.85亿
 中原环保,544,6.79,6.87,6.76, 8907手,7.47, 5054手, 606.35万,-26.03%, 35.52亿,31.62,0.08, 9.75亿,6.79,0.17%, non, 3852手,1.62%,0.19, 66.38亿,0.8,8.5, 5.22亿
 中天金融,540,--, --, --, --,5.36, --, --, --, 316.82亿,12.26,0.15, 70.46亿,4.87, --, non, --, --, --, 343.16亿,1.36,3.57, 65.06亿
 穗恒运Ａ,531,5.03,5.04,4.97, 9498手,5.53, 5776手, 476.37万,26.08%, 34.39亿,112.31,0.01, 6.85亿,5.03,0.14%, non, 3721手,1.39%,0.26, 34.39亿,0.88,5.71, 6.85亿
 柳,528,12.4,12.73,12.25, 48.55万手,13.71, 24.86万手, 6.06亿,21.07%, 141.54亿,12.22,0.26, 11.25亿,12.46,4.32%, non, 23.69万手,3.85%,3.57, 141.56亿,1.52,8.28, 11.25亿
 广弘控股,529,5.26,5.33,5.22, 1.23万手,5.79, 7827手, 650.79万,32.70%, 29.80亿,29.78,0.04, 5.84亿,5.26,0.22%, non, 4514手,2.09%,0.18, 30.53亿,2.19,2.39, 5.70亿
 PT南洋,556,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 红,525,15.36,15.4,15.21, 1.58万手,16.9, 8689手, 2421.90万,-28.98%, 77.82亿,10.81,0.36, 5.81亿,15.36,0.31%, non, 7137手,1.24%,0.39, 89.15亿,1.59,9.63, 5.07亿
 岭南控股,524,8.42,8.46,8.32, 6465手,9.2, 2259手, 544.25万,-77.12%, 23.04亿,37.15,0.06, 6.70亿,8.36,0.24%, non, 4205手,1.67%,0.06, 56.70亿,2.19,3.86, 2.72亿
 广宇发展,537,9.2,9.64,9.2, 8.80万手,10.1, 4.10万手, 8340.36万,-38.70%, 38.20亿,5.25,0.9, 18.63亿,9.18,2.17%, non, 4.70万手,4.79%,1.01, 175.26亿,1.58,5.95, 4.06亿
 华金资本,532,9.27,9.45,9.27, 1.84万手,10.26, 1.01万手, 1725.98万,18.48%, 32.12亿,189.26,0.01, 3.45亿,9.33,0.54%, non, 8297手,1.93%,0.1, 32.23亿,4.32,2.16, 3.43亿
 *ST猴王,535,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 长航凤凰,520,3.52,3.53,3.4, 17.02万手,3.85, 10.88万手, 5843.08万,28.38%, 34.51亿,60.08,0.01, 10.12亿,3.5,1.68%, non, 6.14万手,3.71%,0.6, 34.51亿,10.36,0.33, 10.12亿
 广州浪奇,523,5.97,6.07,5.97, 2.40万手,6.61, 1.39万手, 1443.66万,-11.21%, 26.92亿,84.6,0.02, 5.23亿,6.01,0.54%, non, 1.01万手,1.66%,0.35, 31.59亿,1.7,3.55, 4.46亿
 四环生物,518,4.18,4.3,4.14, 3.52万手,4.61, 1.73万手, 1483.76万,-20.29%, 43.14亿,302.48,0, 10.30亿,4.19,0.34%, non, 1.79万手,3.82%,0.06, 43.14亿,6.82,0.61, 10.30亿
 白云山Ａ,522,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 美的电器,527,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 大冷股份,530,3.73,3.77,3.7, 5.20万手,4.09, 2.95万手, 1944.21万,-22.21%, 22.41亿,31.25,0.03, 8.55亿,3.72,0.87%, non, 2.25万手,1.88%,1.38, 31.99亿,0.94,3.98, 5.99亿
 荣安地产,517,2.87,3.11,2.87, 20.70万手,3.16, 9.81万手, 6179.10万,5.46%, 89.25亿, --,-0.01, 31.84亿,2.87,0.68%, non, 10.89万手,8.36%,2.62, 93.61亿,2.24,1.31, 30.36亿
 紫光学大,526,--, --, --, --,31, --, --, --, 27.11亿,225.37,0.03, 9619.51万,28.18, --, non, --, --, --, 27.11亿,37.38,0.75, 9619.51万
 渝,514,4.33,4.51,4.31, 7.34万手,4.77, 3.43万手, 3238.64万,-9.48%, 36.96亿,113.88,0.02, 8.44亿,4.34,0.87%, non, 3.91万手,4.61%,1.22, 36.96亿,1.24,3.54, 8.44亿
 丽珠集团,513,41.41,42.48,41, 3.89万手,45.68, 2.06万手, 1.62亿,-14.84%, 192.09亿,21.65,0.63, 7.19亿,41.53,0.85%, non, 1.83万手,3.56%,1.65, 300.85亿,2.09,20.03, 4.59亿
 中兵红箭,519,7.79,8.05,7.74, 21.62万手,8.58, 9.85万手, 1.71亿,-13.51%, 58.81亿,33.13,0.06, 14.03亿,7.8,2.94%, non, 11.76万手,3.97%,1.66, 112.28亿,1.47,5.43, 7.35亿
 金路集团,510,5.02,5.1,4.97, 12.15万手,5.61, 7.48万手, 6115.79万,-16.15%, 27.69亿,34.1,0.04, 6.09亿,5.1,2.21%, non, 4.67万手,2.55%,0.68, 30.70亿,3.5,1.44, 5.49亿
 华塑控股,509,3.44,3.5,3.27, 58.55万手,3.75, 30.30万手, 1.99亿,15.22%, 27.97亿, --,-0.01, 8.25亿,3.41,7.10%, non, 28.25万手,6.74%,2.48, 27.98亿,64.49,0.05, 8.25亿
 中润资源,506,3.03,3.11,3.01, 16.73万手,3.38, 9.03万手, 5130.35万,42.50%, 28.42亿, --,-0.05, 9.29亿,3.07,1.80%, non, 7.70万手,3.26%,2.07, 28.43亿,3.01,1.02, 9.29亿
 攀渝钛业,515,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 国际医学,516,5.4,5.48,5.39, 14.48万手,5.97, 4.71万手, 7882.49万,-52.10%, 105.71亿,39.4,0.03, 19.71亿,5.43,0.75%, non, 9.77万手,1.66%,0.66, 107.82亿,2.92,1.87, 19.33亿
 绿景控股,502,6.3,6.55,6.3, 1.49万手,6.93, 6790手, 962.43万,-27.11%, 11.97亿, --,-0.05, 1.85亿,6.3,0.81%, non, 8110手,3.97%,0.5, 12.07亿,10.12,0.65, 1.83亿
 长虹美菱,521,3.66,3.72,3.64, 8.01万手,4.04, 3.83万手, 2940.84万,-47.52%, 29.60亿,17.13,0.05, 10.45亿,3.67,1.00%, non, 4.18万手,2.18%,0.57, 38.55亿,0.76,4.88, 8.02亿
 山东路桥,498,4.9,5.05,4.87, 21.30万手,5.34, 10.72万手, 1.05亿,9.22%, 21.59亿,42.54,0.03, 11.20亿,4.85,4.83%, non, 10.58万手,3.71%,2.08, 54.89亿,1.36,3.61, 4.41亿
 烯碳退,511,0.64,0.68,0.6, 81.26万手,0.7, 44.71万手, 5184.76万,12.11%, 7.04亿,5.88,0.03, 11.55亿,0.64,7.04%, non, 36.55万手,12.50%,1.26, 7.04亿,0.7,0.87, 11.55亿
 鄂武商Ａ,501,11.34,11.43,11.21, 2.35万手,12.52, 1.22万手, 2653.92万,18.85%, 76.53亿,7.62,0.37, 7.69亿,11.38,0.35%, non, 1.13万手,1.93%,0.76, 86.82亿,1.16,9.73, 6.78亿
 晨鸣纸业,488,7.81,7.91,7.71, 26.99万手,8.66, 14.04万手, 2.11亿,38.37%, 86.33亿,4.83,0.4, 19.36亿,7.87,2.44%, non, 12.95万手,2.54%,1.62, 151.23亿,0.81,9.65, 11.05亿
 张家界,430,6.6,6.67,6.56, 5004手,7.26, 2037手, 331.52万,22.13%, 21.96亿,66.54,0.05, 4.05亿,6.6,0.15%, non, 2966手,1.67%,0.15, 26.80亿,1.7,3.89, 3.32亿
 华天酒店,428,2.87,2.89,2.8, 2.82万手,3.15, 1.75万手, 800.97万,-27.85%, 20.49亿, --,-0.07, 10.19亿,2.86,0.39%, non, 1.07万手,3.15%,0.26, 29.04亿,0.99,2.88, 7.19亿
 京粮控股,505,6.01,6.61,5.97, 13.81万手,6.61, 9.38万手, 8953.83万,52.75%, 23.29亿,35.68,0.05, 6.86亿,6.01,3.83%, non, 4.44万手,10.65%,1.04, 44.30亿,2.08,3.11, 3.60亿
 徐工机械,425,4.34,4.38,4.3, 72.16万手,4.79, 39.95万手, 3.13亿,-28.49%, 303.52亿,16.36,0.07, 78.34亿,4.35,1.03%, non, 32.21万手,1.84%,1.17, 339.98亿,1.39,3.12, 69.94亿
 东阿阿胶,423,47.98,48.65,47.79, 3.23万手,52.8, 1.56万手, 1.56亿,-52.35%, 317.39亿,13.02,0.93, 6.54亿,48,0.49%, non, 1.68万手,1.79%,0.68, 317.46亿,3.03,16.01, 6.54亿
 国新健康,503,22.68,23.38,22.33, 12.10万手,24.74, 5.48万手, 2.76亿,52.95%, 209.61亿, --,-0.07, 8.99亿,22.49,1.35%, non, 6.62万手,4.67%,1.56, 209.61亿,15.71,1.48, 8.99亿
 南华生物,504,14.35,14.35,14.35, 8962手,17.53, --, 1286.05万,-100.00%, 44.58亿, --,-0.02, 3.12亿,15.94,0.29%, non, 8962手, --,0.37, 44.71亿,257.58,0.06, 3.11亿
 琼民源Ａ,508,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 吉林化纤,420,2.34,2.36,2.33, 6.87万手,2.59, 3.74万手, 1608.16万,3.10%, 38.75亿,29.14,0.04, 19.71亿,2.35,0.41%, non, 3.14万手,1.28%,0.15, 45.92亿,1.6,1.45, 16.63亿
 合肥百货,417,5.56,5.58,5.52, 1.95万手,6.11, 8090手, 1083.92万,5.01%, 43.31亿,9.55,0.15, 7.80亿,5.55,0.25%, non, 1.14万手,1.08%,0.23, 43.36亿,1.15,4.84, 7.79亿
 *ST宜化,422,2.92,2.96,2.91, 8.39万手,3.09, 4.75万手, 2457.75万,-59.21%, 26.49亿, --,-0.43, 8.98亿,2.94,0.93%, non, 3.64万手,1.70%,0.62, 26.49亿,-3.43,-0.86, 8.98亿
 渤海金控,415,3.71,3.73,3.66, 24.07万手,4.1, 13.69万手, 8903.97万,-9.71%, 131.63亿,10.58,0.09, 61.85亿,3.73,0.68%, non, 10.39万手,1.88%,0.22, 229.45亿,0.74,5.03, 35.48亿
 沈阳机床,410,7.6,7.8,7.58, 5.80万手,8.37, 2.76万手, 4452.73万,13.82%, 56.78亿,114.76,0.02, 7.65亿,7.61,0.78%, non, 3.04万手,2.89%,0.46, 58.71亿,6.69,1.15, 7.40亿
 通程控股,419,4.87,5,4.85, 2.43万手,5.36, 1.08万手, 1195.69万,7.92%, 27.00亿,16.06,0.08, 5.44亿,4.87,0.45%, non, 1.35万手,3.08%,0.36, 27.02亿,1.32,3.77, 5.43亿
 英特集团,411,13.28,14.61,13.28, 3.93万手,14.61, 3.01万手, 5634.34万,100.00%, 30.29亿,32.83,0.11, 2.07亿,13.28,1.90%, non, 9287手,10.02%,2.26, 30.31亿,3.51,4.16, 2.07亿
 小天鹅Ａ,418,50.49,50.7,49.09, 3.17万手,55.54, 1.90万手, 1.58亿,34.78%, 219.68亿,17.53,1.43, 6.32亿,50.49,0.72%, non, 1.27万手,3.19%,0.86, 316.24亿,4.3,11.62, 4.39亿
 南京公用,421,4.87,4.89,4.82, 3.11万手,5.39, 1.67万手, 1509.60万,11.28%, 27.83亿,11.89,0.1, 5.73亿,4.9,0.54%, non, 1.44万手,1.43%,0.38, 27.83亿,1.11,4.39, 5.73亿
 ST五环,412,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 胜利股份,407,5.18,5.37,4.93, 74.53万手,5.63, 39.82万手, 3.83亿,4.93%, 36.36亿,32.91,0.04, 8.80亿,5.12,10.10%, non, 34.72万手,8.59%,9.35, 43.39亿,1.97,2.51, 7.38亿
 *ST地矿,409,4.2,4.41,4.2, 3.48万手,4.57, 2.03万手, 1491.87万,60.38%, 17.31亿, --,-0.16, 5.11亿,4.35,0.86%, non, 1.45万手,4.83%,0.08, 21.82亿,3.46,1.24, 4.05亿
 金,402,7.18,7.37,7.18, 8.43万手,7.91, 4.23万手, 6151.19万,5.07%, 217.21亿,9.91,0.18, 29.89亿,7.19,0.28%, non, 4.20万手,2.64%,0.44, 217.30亿,0.72,10.08, 29.88亿
 冀东水泥,401,12.05,12.15,11.59, 34.89万手,12.91, 20.16万手, 4.12亿,49.12%, 157.22亿, --,-0.36, 13.48亿,11.74,2.59%, non, 14.72万手,4.77%,2.18, 157.26亿,1.67,6.99, 13.47亿
 藏格控股,408,12.42,12.66,12.14, 4.63万手,13.49, 3.01万手, 5732.25万,-14.44%, 55.47亿,73.64,0.04, 19.94亿,12.26,1.04%, non, 1.62万手,4.24%,2.38, 247.63亿,3.74,3.32, 4.47亿
 民生控股,416,4.71,4.77,4.65, 3.24万手,5.2, 1.89万手, 1526.68万,13.13%, 25.04亿,189.47,0.01, 5.32亿,4.73,0.61%, non, 1.35万手,2.54%,0.46, 25.05亿,2.85,1.65, 5.32亿
 美的集团,333,45,45.73,44.77, 28.00万手,49.65, 13.84万手, 12.65亿,19.82%, 2914.83亿,14.18,0.8, 66.27亿,45.14,0.43%, non, 14.16万手,2.13%,1.46, 2980.79亿,3.74,12.03, 64.80亿
 石油大明,406,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 申万宏源,166,4.37,4.39,4.34, 9.70万手,4.81, 4.35万手, 4234.84万,-28.88%, 875.22亿,24.79,0.04, 225.36亿,4.37,0.05%, non, 5.35万手,1.14%,0.35, 984.82亿,1.45,3.02, 200.28亿
 长虹华意,404,4.35,4.43,4.33, 2.23万手,4.82, 1.22万手, 976.90万,16.04%, 30.35亿,25.29,0.09, 6.96亿,4.38,0.32%, non, 1.01万手,2.28%,0.29, 30.48亿,0.96,4.56, 6.93亿
 ST鑫光,405,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 国际实业,159,4.32,4.43,4.21, 16.30万手,4.86, 10.69万手, 6976.94万,26.24%, 20.40亿, --,-0.03, 4.81亿,4.42,3.39%, non, 5.61万手,4.98%,1.86, 20.40亿,0.99,4.28, 4.81亿
 中联重科,157,4.16,4.18,4.15, 16.26万手,4.59, 7.11万手, 6772.13万,-15.03%, 259.62亿,21.57,0.05, 77.94亿,4.17,0.26%, non, 9.15万手,0.72%,0.33, 325.01亿,0.85,4.88, 62.26亿
 华数传媒,156,8.58,8.61,8.51, 5.32万手,9.43, 2.35万手, 4551.78万,10.41%, 109.85亿,19.79,0.11, 14.33亿,8.57,0.42%, non, 2.97万手,1.17%,0.45, 122.98亿,1.17,7.34, 12.80亿
 中成股份,151,11.24,11.47,11.24, 8.09万手,12.45, 4.00万手, 9200.43万,-25.61%, 30.36亿,68.93,0.04, 2.96亿,11.32,3.04%, non, 4.10万手,2.03%,0.82, 33.71亿,3.36,3.39, 2.67亿
 宜华健康,150,18.47,18.57,18.38, 6599手,20.38, 4924手, 1218.73万,62.21%, 96.60亿,28.62,0.22, 6.27亿,18.53,0.13%, non, 1674手,1.03%,0.18, 115.23亿,3.46,5.31, 5.26亿
 ST生化,403,27.7,28.1,27.7, 1379手,29.4, 921手, 386.06万,-35.88%, 74.44亿,67.73,0.1, 2.73亿,28,0.05%, non, 458手,1.43%,0.06, 76.49亿,12.74,2.2, 2.65亿
 TCL,100,2.84,2.86,2.81, 61.13万手,3.15, 31.98万手, 1.73亿,16.88%, 333.07亿,13.16,0.05, 135.50亿,2.86,0.52%, non, 29.16万手,1.75%,0.96, 384.81亿,1.23,2.3, 117.28亿
 天健集团,90,6.08,6.26,6.05, 7.06万手,6.69, 3.18万手, 4364.22万,25.58%, 57.18亿,40.77,0.05, 14.37亿,6.08,0.76%, non, 3.89万手,3.45%,0.6, 88.54亿,1.13,5.43, 9.28亿
 盐,88,5.88,6.1,5.86, 10.07万手,6.52, 4.83万手, 6036.38万,-83.76%, 117.50亿,51.87,0.03, 19.42亿,5.93,0.52%, non, 5.24万手,4.05%,1.3, 117.50亿,1.86,3.25, 19.42亿
 深圳机场,89,8.15,8.31,8.1, 12.58万手,8.95, 5.45万手, 1.03亿,-48.72%, 167.55亿,26.57,0.08, 20.51亿,8.14,0.61%, non, 7.13万手,2.58%,1.77, 167.55亿,1.48,5.52, 20.51亿
 潍柴动力,338,8.09,8.14,7.99, 24.69万手,8.9, 15.68万手, 1.99亿,40.66%, 346.95亿,8.37,0.24, 79.97亿,8.09,0.57%, non, 9.01万手,1.85%,0.86, 642.98亿,1.73,4.65, 43.15亿
 华侨城Ａ,69,6.63,6.82,6.56, 35.44万手,7.21, 18.36万手, 2.37亿,-4.44%, 398.75亿,12.17,0.14, 82.04亿,6.55,0.59%, non, 17.08万手,3.97%,1.5, 545.57亿,1.01,6.56, 59.96亿
 特发信息,70,7.64,7.74,7.6, 4.04万手,8.45, 2.06万手, 3107.22万,-32.83%, 41.83亿,23.84,0.08, 6.27亿,7.68,0.75%, non, 1.98万手,1.82%,0.64, 48.40亿,2.38,3.24, 5.42亿
 丰原药业,153,6.51,6.65,6.45, 2.22万手,7.22, 1.34万手, 1450.67万,-40.81%, 20.40亿,45.31,0.04, 3.17亿,6.56,0.71%, non, 8736手,3.05%,0.38, 20.74亿,1.7,3.84, 3.12亿
 广聚能源,96,10.26,10.35,10.21, 1.39万手,11.47, 9272手, 1428.73万,13.68%, 52.41亿,96.5,0.03, 5.28亿,10.43,0.27%, non, 4644手,1.34%,0.38, 54.17亿,2.26,4.53, 5.11亿
 常山北明,158,5.77,5.86,5.7, 6.80万手,6.37, 3.84万手, 3909.31万,29.81%, 93.23亿, --,-0.01, 16.53亿,5.79,0.42%, non, 2.96万手,2.76%,0.83, 94.88亿,1.58,3.62, 16.24亿
 海王生物,78,4.2,4.32,4.19, 14.59万手,4.64, 6.85万手, 6195.80万,1.09%, 78.54亿,18.33,0.06, 26.47亿,4.22,0.79%, non, 7.74万手,3.08%,0.75, 111.95亿,1.98,2.14, 18.57亿
 中兴通讯,63,14.61,14.68,14.09, 225.11万手,15.73, 111.46万手, 32.33亿,15.58%, 497.93亿, --,-1.29, 41.93亿,14.3,6.56%, non, 113.66万手,4.13%,8.34, 607.94亿,2.45,5.93, 34.34亿
 深,58,5.18,5.46,5.15, 4.04万手,5.72, 1.96万手, 2134.21万,-10.58%, 28.36亿,26,0.05, 12.36亿,5.2,0.75%, non, 2.09万手,5.96%,0.36, 65.12亿,3.3,1.59, 5.38亿
 农,61,5.52,5.62,5.46, 4.15万手,6.06, 1.71万手, 2302.59万,-30.27%, 93.92亿,765,0, 16.97亿,5.51,0.25%, non, 2.44万手,2.90%,0.57, 94.01亿,1.95,2.84, 16.95亿
 深圳华强,62,19.92,20.21,19.83, 1.78万手,21.93, 8570手, 3571.49万,-38.71%, 134.26亿,26.87,0.19, 7.21亿,19.94,0.27%, non, 9215手,1.91%,0.3, 145.20亿,3.38,5.95, 6.67亿
 中国长城,66,7.33,7.5,7.29, 58.34万手,8.07, 23.52万手, 4.32亿,-12.90%, 186.06亿,36.2,0.05, 29.36亿,7.34,2.34%, non, 34.82万手,2.86%,4.27, 219.33亿,3.37,2.22, 24.91亿
 皇庭国际,56,10.37,10.58,10.31, 7630手,11.51, 2707手, 800.73万,-46.44%, 30.27亿,58.36,0.05, 11.75亿,10.46,0.27%, non, 4922手,2.58%,0.5, 124.35亿,2.32,4.56, 2.86亿
 方大集团,55,4.89,4.96,4.85, 9.17万手,5.38, 4.60万手, 4491.67万,-42.13%, 33.30亿,12.63,0.19, 11.84亿,4.89,1.35%, non, 4.57万手,2.25%,0.55, 58.12亿,1.77,2.78, 6.78亿
 深天马Ａ,50,13.48,13.6,13.36, 11.59万手,14.85, 6.14万手, 1.56亿,32.47%, 189.42亿,17.86,0.19, 20.48亿,13.5,0.83%, non, 5.44万手,1.78%,0.79, 276.91亿,1.09,12.43, 14.01亿
 中信海直,99,6.16,6.2,6.13, 2.04万手,6.79, 1.12万手, 1256.81万,-46.30%, 37.46亿,64.16,0.02, 6.06亿,6.17,0.34%, non, 9194手,1.13%,0.28, 37.46亿,1.26,4.89, 6.06亿
 华控赛格,68,3.26,3.32,3.24, 6.10万手,3.62, 3.31万手, 2000.32万,47.96%, 32.82亿, --,-0.01, 10.07亿,3.29,0.61%, non, 2.79万手,2.43%,1.05, 32.82亿,5.11,0.64, 10.07亿
 华锦股份,59,7.45,7.5,7.38, 11.88万手,8.23, 7.20万手, 8820.64万,-17.50%, 118.84亿,7.79,0.48, 15.99亿,7.48,0.74%, non, 4.67万手,1.60%,0.59, 118.84亿,0.92,8.09, 15.99亿
 泛海控股,46,6.36,6.42,6.08, 25.24万手,7.03, 15.33万手, 1.58亿,-58.22%, 325.07亿,5.46,0.29, 51.96亿,6.39,0.50%, non, 9.91万手,5.32%,5.12, 331.52亿,1.56,4.09, 50.95亿
 深纺织Ａ,45,7.07,7.53,7.06, 5.12万手,7.81, 2.54万手, 3742.84万,-11.69%, 33.23亿,165.44,0.01, 5.11亿,7.1,1.12%, non, 2.58万手,6.62%,0.64, 37.17亿,1.55,4.7, 4.57亿
 中洲控股,42,16.7,16.95,16.56, 6653手,18.37, 3297手, 1114.77万,-3.91%, 80.68亿,7.69,1.08, 6.65亿,16.7,0.14%, non, 3356手,2.34%,0.55, 110.49亿,1.58,10.53, 4.85亿
 德赛电池,49,27.8,27.8,27.5, 1.15万手,30.44, 6303手, 3192.38万,21.73%, 56.89亿,21.33,0.65, 2.05亿,27.67,0.56%, non, 5244手,1.08%,0.13, 56.89亿,3.83,7.23, 2.05亿
 深南电A,37,5.98,6.15,5.97, 1.38万手,6.57, 7688手, 832.46万,-9.79%, 20.47亿, --,-0.02, 6.03亿,5.97,0.41%, non, 6086手,3.02%,0.23, 36.41亿,1.87,3.23, 3.39亿
 中金岭南,60,4.83,4.83,4.74, 18.30万手,5.29, 10.64万手, 8759.39万,-22.69%, 171.63亿,13.82,0.13, 35.70亿,4.81,0.51%, non, 7.65万手,1.87%,0.53, 171.70亿,1.12,4.29, 35.68亿
 中航善达,43,6.98,7.18,6.98, 1.83万手,7.76, 8384手, 1303.53万,6.78%, 47.88亿,17.72,0.1, 6.67亿,7.05,0.27%, non, 9883手,2.84%,0.05, 47.89亿,1.13,6.37, 6.67亿
 神州数码,34,13.85,14.09,13.7, 3.05万手,15.26, 1.48万手, 4239.22万,-73.43%, 49.94亿,20.48,0.17, 6.54亿,13.87,0.85%, non, 1.57万手,2.81%,0.68, 91.24亿,2.65,5.27, 3.58亿
 ST中侨,47,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 深桑达Ａ,32,7.75,8.1,7.55, 5.97万手,8.5, 2.80万手, 4718.45万,-20.47%, 22.22亿,32.91,0.06, 4.22亿,7.73,2.14%, non, 3.17万手,7.12%,1.67, 33.57亿,2.62,3.04, 2.79亿
 中集集团,39,11.95,11.97,11.74, 6.48万手,13.05, 2.98万手, 7679.98万,-27.63%, 150.12亿,19.8,0.15, 29.85亿,11.86,0.51%, non, 3.50万手,1.94%,1.19, 353.42亿,1.14,10.35, 12.68亿
 深大通,38,--, --, --, --,19.91, --, --, --, 32.55亿,45.51,0.1, 5.23亿,18.1, --, non, --, --, --, 94.62亿,1.74,10.41, 1.80亿
 深深房Ａ,29,--, --, --, --,12.29, --, --, --, 99.60亿, --,-0.01, 10.12亿,11.17, --, non, --, --, --, 113.00亿,4,2.79, 8.92亿
 东旭蓝天,40,10.17,10.3,10.1, 17.50万手,11.23, 7.33万手, 1.79亿,7.00%, 108.37亿,3.15,0.81, 13.37亿,10.21,1.65%, non, 10.17万手,1.96%,1.53, 136.66亿,1.09,9.4, 10.60亿
 中粮地产,31,5.85,6.07,5.85, 6.97万手,6.46, 2.44万手, 4170.88万,-56.91%, 108.64亿,10.54,0.14, 18.14亿,5.87,0.38%, non, 4.53万手,3.75%,0.45, 108.64亿,1.57,3.81, 18.14亿
 富奥股份,30,4.82,4.84,4.79, 1.04万手,5.29, 4524手, 499.09万,-8.99%, 84.03亿,9.48,0.18, 18.11亿,4.81,0.06%, non, 5840手,1.04%,0.12, 86.91亿,1.04,4.63, 17.51亿
 国药一致,28,43.18,44.18,42.35, 1.14万手,47.52, 4340手, 4970.04万,65.00%, 135.04亿,16.04,0.68, 4.28亿,43.2,0.37%, non, 7093手,4.24%,1.18, 187.86亿,1.94,22.63, 3.08亿
 华联控股,36,5.43,5.59,5.36, 5.53万手,5.92, 2.96万手, 3033.53万,25.29%, 62.16亿,14.82,0.09, 11.41亿,5.38,0.49%, non, 2.57万手,4.28%,0.39, 62.44亿,1.38,3.95, 11.36亿
 中国天楹,35,4.11,4.13,4.07, 4.81万手,4.54, 3.12万手, 1969.24万,25.77%, 52.65亿,60.12,0.02, 13.52亿,4.13,0.38%, non, 1.69万手,1.45%,0.21, 55.55亿,1.83,2.25, 12.81亿
